historical_country_Canada_indicator_Households_Debt_To_Income copy
DateTime,Value
2001-03-31T00:00:00,103.29
2001-06-30T00:00:00,104.17
2001-09-30T00:00:00,105.13
2001-12-31T00:00:00,105.9
2002-03-31T00:00:00,106.63
2002-06-30T00:00:00,107.98
2002-09-30T00:00:00,109.33
2002-12-31T00:00:00,110.12
2003-03-31T00:00:00,110.13
2003-06-30T00:00:00,111.22
2003-09-30T00:00:00,113.48
2003-12-31T00:00:00,115.43
2004-03-31T00:00:00,116.11
2004-06-30T00:00:00,119.28
2004-09-30T00:00:00,120.77
2004-12-31T00:00:00,122.12
2005-03-31T00:00:00,123.55
2005-06-30T00:00:00,126.09
2005-09-30T00:00:00,128.23
2005-12-31T00:00:00,129.58
2006-03-31T00:00:00,129.43
2006-06-30T00:00:00,131.27
2006-09-30T00:00:00,133.13
2006-12-31T00:00:00,134.54
2007-03-31T00:00:00,135.71
2007-06-30T00:00:00,138.7
2007-09-30T00:00:00,141.11
2007-12-31T00:00:00,142.42
2008-03-31T00:00:00,144.13
2008-06-30T00:00:00,146.31
2008-09-30T00:00:00,147.12
2008-12-31T00:00:00,147.36
2009-03-31T00:00:00,147.5
2009-06-30T00:00:00,150.56
2009-09-30T00:00:00,153.49
2009-12-31T00:00:00,155.65
2010-03-31T00:00:00,154.43
2010-06-30T00:00:00,156.2
2010-09-30T00:00:00,157.35
2010-12-31T00:00:00,157.71
2011-03-31T00:00:00,156.49
2011-06-30T00:00:00,157.81
2011-09-30T00:00:00,158.55
2011-12-31T00:00:00,158.96
2012-03-31T00:00:00,157.96
2012-06-30T00:00:00,159.16
2012-09-30T00:00:00,159.86
2012-12-31T00:00:00,159.66
2013-03-31T00:00:00,159.15
2013-06-30T00:00:00,159.89
2013-09-30T00:00:00,160.51
2013-12-31T00:00:00,160.22
2014-03-31T00:00:00,159.77
2014-06-30T00:00:00,160.75
2014-09-30T00:00:00,162.1
2014-12-31T00:00:00,162.13
2015-03-31T00:00:00,161.23
2015-06-30T00:00:00,162.68
2015-09-30T00:00:00,163.9
2015-12-31T00:00:00,164.59
2016-03-31T00:00:00,166.23
2016-06-30T00:00:00,169.8
2016-09-30T00:00:00,171.95
2016-12-31T00:00:00,173.1
2017-03-31T00:00:00,172.8
2017-06-30T00:00:00,174.26
2017-09-30T00:00:00,174.31
2017-12-31T00:00:00,173.57
2018-03-31T00:00:00,171.89
2018-06-30T00:00:00,172.59
2018-09-30T00:00:00,173.8
2018-12-31T00:00:00,173.86
2019-03-31T00:00:00,172.96
2019-06-30T00:00:00,173.65
2019-09-30T00:00:00,173.86
2019-12-31T00:00:00,173.07
2020-03-31T00:00:00,171.74
2020-06-30T00:00:00,166.78
2020-09-30T00:00:00,170.93
2020-12-31T00:00:00,169.87
2021-03-31T00:00:00,167.7
2021-06-30T00:00:00,172.93
